,name,clasificar,middle clasificar,code,small clasificar,addr,long,lat
31,Craftbeerhouse,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로50번길 37,129.086295857986,35.233019245699
32,간단하지만특별한화피디Cafe,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로 49,129.085688936787,35.2311678506806
33,간단하지만특별한화피디Cafe,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로63번길 2,129.083846844508,35.2322570003316
34,쿵푸밀크티,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로63번길 22,129.08394657406,35.2306696800443
38,해피버드데이,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로63번길 22,129.08394657406,35.2306696800443
39,번아웃커피유닛,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로63번길 43,129.08406651612,35.2297762404193
40,RITUALCOFFEE,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로 60-1,129.084784433492,35.231716787618
41,초심스터디카페,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로 49,129.085688936787,35.2311678506806
42,하이,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 부산대학로63번길 29,129.084098435848,35.2305240993513
45,토즈모임센터부산대점,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로 71,129.086290913862,35.2310002015706
47,카페헤세이티,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로91번길 22,129.085813736256,35.233113709492706
48,Cafeon,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로91번길 14,129.086186372343,35.2330472696071
49,빈스에스프레소,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로 59-7,129.085815761575,35.2299678789269
50,궁금한카페,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로 77,129.08643029588998,35.231566819317
54,헬로멜로옐로,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로 46,129.08628284787702,35.2287468261962
61,베러먼데이,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로 63-1,129.086041330951,35.2304075310269
65,간단하지만특별한화피디Cafe,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로91번길 22,129.085813736256,35.233113709492706
73,웍스커피,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금정로 63-1,129.086041210839,35.2303985183141
75,화양연화,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 301-1,129.085935660019,35.2348432624975
77,카페드팽,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 247-7,129.08428169093798,35.230261057959105
78,두기보드게임,음식,커피점/카페,Q12A04,보드게임카페,부산광역시 금정구 금강로 265,129.085060004458,35.23178642794271
80,컴포즈커피,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 248-10,129.085443379261,35.230052342886296
82,체스,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 247-12,129.084196694801,35.2304781503195
84,두기보드게임카페,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 265,129.085060004458,35.23178642794271
85,커피에반하다,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 248-9,129.085500701338,35.23023210467721
88,커피갤러리,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 225,129.081920317048,35.2303002150514
89,컴포즈커피,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 248-8,129.085267991981,35.2300809568852
90,마리웨일237,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 251,129.084746268209,35.230500267892104
91,카페더찬,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로279번길 62,129.083866310452,35.2345463282713
92,웬디스키친,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 279-1,129.08543941871798,35.2330539702933
93,커피에반하다,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 231,129.084020256371,35.2287761235532
94,모먼트랩,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 252-1,129.085373812115,35.2306028079654
97,오직그대만,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 275,129.085380774069,35.232775068766706
99,커피갤럽,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 243,129.08457358742902,35.2299069049725
101,카페드팽,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 271-38,129.08479631171699,35.23260904629789
102,마음연구소,음식,커피점/카페,Q12A05,사주카페,부산광역시 금정구 금강로279번길 6,129.085321469043,35.2332713588554
103,나우잇,음식,커피점/카페,Q12A01,커피전문점/카페/다방,부산광역시 금정구 금강로 271-11,129.08460657516702,35.2323854018896
